organCd,사용기관명,지역,주소,홈페이지 주소,전화번호,검색 키워드,대표 강좌 이름,위도,경도
/0mLm2028/ju8VtzvKebNg==,컴사랑컴퓨터학원,경상남도 창원시,(51463) 경상남도 창원시 성산구 대정로 135 508호 컴사랑컴퓨터학원,,055 - 275 - 3838,"컴퓨터활용능력 , 엑셀 , 엑셀실무과정",디지털정보활용(기초실무반) | 포토샵 GTQ(그래픽기술자격2급) | 3D프린터(응용기능사) | 오토캐드3D | 오토캐드2D | 컴퓨터활용능력2급(필기 실기선택) | ITQ MASTER과정(워드 엑셀 파워포인트) | 워드프로세서1급 | 디지털영상편집 | ITQ MASTER과정,35.2122688,128.7073046
htJNEk3yEMoTdceAqN6p0Q==,챔프스터디원격평생교육원(해커스공무원),서울특별시 서초구,(06616) 서울특별시 서초구 강남대로61길 23 203호,https://hackers.com/voucher.html,02 - 537 - 5000,,,37.4982260,127.0243833
0Lzw3T1b6MUtdw2eFMoJQQ==,연성대학교부설평생교육원,경기도 안양시,(14011) 경기도 안양시 만안구 양화로37번길 34 연곡문화센터 208호,https://dept.yeonsung.ac.kr/social/,031 - 441 - 1037,"요양보호사 , 바리스타 , 학점은행제",디지털리터러시 2급 자격취득과정 | 연성대학교 전기기능사 자격취득 과정 (이론) | 요양보호사 양성과정 사회복지사 자격소지자반 (평일야간반),37.3966397,126.9077431
K6kxVZWr7ziOP3actPrPyw==,제천미용기술학원,충청북도 제천시,(27169) 충청북도 제천시 의림대로 99 3층4층,,043 - 642 - 5313,,,37.1368416,128.2097022
uAolqFj3T4cmQndVXve3tw==,행구동주민자치위원회,강원특별자치도 원주시,(26456) 강원특별자치도 원주시 행구로 250 3층,,033 - 734 - 3663,,,37.3425672,127.9838741
SgTzb/x5O4PHTiKIQ3sY6w==,와이비엠넷원격평생교육시설(YBM전화화상),서울특별시 종로구,(03191) 서울특별시 종로구 종로 98 4층 인강사업부 전화화상팀,https://phone.ybmclass.com/,02 - 2008 - 5268,"전화영어 , 화상영어 , 전화외국어",필리핀 전화영어 주3회20분(3개월) | 전화일본어 주2회20분(3개월) | 미국 전화영어 주2회20분(2개월) | 필리핀 전화영어 주3회20분(2개월) | 미국 전화영어 주2회 20분(2개월),37.5698579,126.9884276
v3BF+Tv0McSfBUCa0Pha+Q==,파고다원종로학원,서울특별시 종로구,(03191) 서울특별시 종로구 청계천로 93 13층 파고다원,https://www.pagodaone.com/main,02 - 1644 - 4020,"일대일영어회화 , 일대일중국어회화 , 일대일일본어회화",,37.5684738,126.9881279
eJCj7TLY6sytM+vCaDiLSw==,머스트홈케어기술전문학원,경상남도 양산시,(50650) 경상남도 양산시 동면 금오로 249 NH농협타운 4층 405호,,010 - 8620 - 6343,"에어컨 , 에어컨 청소 , 청소",에어컨청소 | 에어컨청소 | 에어컨청소,35.3160658,129.0264943
uMr7yamUn3lqREnFxp88ow==,비욘드그룹평생교육원,대전광역시 중구,(34909) 대전광역시 중구 계백로 1711 3층,https://beyondpilates.kr/,0507 - 1316 - 7466,"필라테스 , 헬스 , 운동",,36.3218631,127.4094062
2PE3ydaJpuM9vdr9Jxfa4A==,타임스통번역원격평생교육원,서울특별시 서초구,(06753) 서울특별시 서초구 양재천로19길 26 6층,https://itimesedu.com/lllcard,02 - 558 - 1690,"통번역온라인강의 , ITT통번역교육 , 비지니스영어",,37.4765378,127.0381736
bxeqcJYUFoymMEES8IEzkw==,통영중장비학원,경상남도 통영시,(53012) 경상남도 통영시 광도면 남해안대로 1291-22 가동 지도보기,http://www.tongyeongjjb.com/,055 - 646 - 0476,"지게차운전기능사 , 굴착기운전기능사 , 소형건설기계조종교육",지게차운전기능사 (실기) | 굴착기운전기능사 (실기) | 소형 건설기계 조종사 면허 (3톤미만 지게차 굴착기(이론실기) 무시험 면허 취득 과정),34.8982639,128.4003910
9FwjSrMs73Cvb75J2gllRQ==,진영커피제과제빵학원,경상남도 김해시,"(50867) 경상남도 김해시 진영읍 진영로 129 2층 201,202,203호",,010 - 8787 - 6008,"커피 , 바리스타 , 제과제빵",바리스타 1급 자격증반 | 바리스타2급자격증반 | 제과기능사 자격증 과정 | 제빵기능사 자격증취득과정 | 제과디저트 과정,35.3036777,128.7271713
XmAor/wI4be2q1HhMBouDw==,보니따필라테스사파점평생교육원,경상남도 창원시,(51452) 경상남도 창원시 성산구 비음로 45 2층 보니따필라테스,,055 - 812 - 8080,"사파동필라테스 , 보니따필라테스 , 창원필라테스",,35.2284522,128.7006121
Y32JGNC4HjgwT3WfN2T8og==,해커스원격평생교육원(해커스편입),서울특별시 서초구,(06615) 서울특별시 서초구 서초대로73길 12 세계빌딩 7층,https://www.hackersut.com/,02 - 522 - 3705,"대학편입 , 편입인강",2027 편입 허성현T패스 | 2027 편입 호은경T패스 | 2027 편입 오상희T패스 | 2027 편입 강우진T패스 | 2027 편입 박현송T패스 | 2027 편입 김나정T패스 | 편입 온라인 불맛관리반 6개월 과정 | 편입 온라인 불맛관리반 4개월 과정 | 편입 온라인 불맛관리반 2개월 과정 | 편입기초 9900 패스,37.4985581,127.0257556
8pcZKRNiadxO7CGlDKUKzw==,에듀업원격평생교육원,경기도 하남시,"(12930) 경기도 하남시 조정대로 150 블루존, 913호",https://www.edup.co.kr/,00 - 1566 - 2191,,인터넷프로그래밍 | 문헌정보학개론 | 청소년지도방법론 | 보육실습 | 인지심리학 | 사회복지현장실습 | 외국어로서의한국어교육실습 | 경영학개론 | 사회복지학개론 | 외국어로서의한국어학개론,37.5535298,127.1946825
/kEMEuBK1tyCX9PajVzYTg==,훈스커피랩학원,서울특별시 금천구,(08591) 서울특별시 금천구 가산디지털1로 2 904호,www.hoonscoffee.com,02 - 834 - 1212,"바리스타자격증 , 카페창업교육 , 커피학원",,37.4668807,126.8883825
h/FUYIfCh2YIJqD7/QprPg==,이엘필라테스평생교육원,경기도 광명시,(14316) 경기도 광명시 소하로 82 304,,02 - 898 - 2825,,,37.4476454,126.8833729
aOmCTE583qOwmtaMXT6xbw==,에어클래스원격평생교육원,서울특별시 서초구,(06648) 서울특별시 서초구 반포대로 100 5층 501호,www.airklass.com,02 - 745 - 1202,,,37.4892635,127.0093243
GjyN6YZ2GWQioA2mdlRTEw==,챔프스터디원격평생교육원(해커스경찰),서울특별시 서초구,(06616) 서울특별시 서초구 강남대로61길 23 203호,https://hackers.com/voucher.html,02 - 537 - 5000,"해커스경찰 , 경찰공무원 , 경찰인강",,37.4982260,127.0243833
63fuDgKchKACRGGWNYLfVQ==,한국전문직업교육(평생교육원),서울특별시 영등포구,(07301) 서울특별시 영등포구 영등포로36길 9 송호빌딩 401호,http://im1004.net,02 - 835 - 5708,"MBT심리분석상담 , MBT브레인힐링상담 , 브레인뉴피드백상담",,37.5191221,126.9038358
f12WkLhGGJcYDb4IExVeoA==,(유)서산자동차운전전문학원,충청남도 서산시,(32010) 충청남도 서산시 소탐1로 83 서산자동차학원,,041 - 665 - 7432,,,36.7581539,126.4943309
kWXYo9QagIzXCy5K52gxQA==,(미국영어듣기발음말하기)소리온영어원격평생교육원,경기도 수원시,(16417) 경기도 수원시 장안구 화산로213번길 15 201-B42호,https://sorionenglish.com,010 - 3731 - 8368,"영어 , 오픽 , 토익",소리온영어 미국영어 소리앤문장 클래스 6월 시작반,37.2988731,126.9727498
akzHhKawe776PIUu5RShMw==,신월6동주민자치회,서울특별시 양천구,(08067) 서울특별시 양천구 남부순환로83길 53 2층 지도보기,,02 - 2620 - 4168,,,37.5179929,126.8451505
s+DdJjwTiU9nVvNEJk6yGg==,머스트실용음악학원,경기도 광명시,"(14222) 경기도 광명시 오리로 902 금산빌딩 705,706호",www.mustation.co.kr,070 - 4010 - 8006,"실용음악학원 , 반주법 , 작곡미디",,37.4772891,126.8628868
LjvEAOj4HDq2E8e6dKqhfQ==,길빛노인교실,광주광역시 북구,(61161) 광주광역시 북구 밤실로 214 3층,,010 - 5662 - 1663,"치매예방 , 실버 , 독거",,35.1659981,126.9324153
+U70ohFxKCqMi64bJ3RaHg==,용인시기흥노인복지관,경기도 용인시,(16959) 경기도 용인시 기흥구 산양로 71 용인시기흥노인복지관,http://www.ygsenior.or.kr/,031 - 284 - 8852,"용인시기흥노인복지관 , 복지관 , 기흥노인복지관",,37.2879627,127.1116437
Vx2pIen4X5Jw4uSY/p2EVQ==,오산한국문화센타,경기도 오산시,(18137) 경기도 오산시 오산로 227 3층,https://www.oshanc.co.kr/,031 - 374 - 1558,,홈패션 | 손뜨개 | 떡제조기능사 | 앙금플라워 | 민화 | 어반스케치 | 홈패션 | 한식디저트,37.1472164,127.0682095
J47NgOzY6NW+EED9x+sxNg==,필라테스끌로에창동점평생교육원,서울특별시 도봉구,(01401) 서울특별시 도봉구 해등로 150 4층 끌로에 필라테스,,010 - 8111 - 4001,,,37.6567403,127.0399670
6dXixYmUn1CuaNXBziIJDA==,리본필라테스강서마곡점평생교육원,서울특별시 강서구,(07599) 서울특별시 강서구 마곡중앙5로 81 1008호 리본필라테스강서마곡점,,02 - 2662 - 5982,,,37.5671210,126.8185936
ftvxC5qqwbLsOpFCXRs4GQ==,크린컴퓨터학원,울산광역시 남구,(44683) 울산광역시 남구 중앙로 268 3층 크린컴퓨터학원,,052 - 271 - 6892,"엑셀기초 , 시니어컴퓨터교육 , 엑셀실무",시니어컴퓨터 기초와 스마트폰활용 | 엑셀기초와 실무 | 시니어컴퓨터 기초와 스마트폰활용 | 엑셀기초와 실무 | 시니어컴퓨터 기초와 스마트폰활용,35.5445825,129.3105936
GsLHyixdykDGSwN1/yPMGw==,(주)옥동현대자동차운전전문학원,경상북도 안동시,(36637) 경상북도 안동시 희망1길 233 옥동현대자동차운전전문학원,,054 - 857 - 5588,"옥동현대자동차학원 , 자동차학원 , 옥동현대",,36.5645882,128.6890135
eToyAxda/fjRyncLhg2YkQ==,디얼라인필라테스,충청남도 홍성군,(32265) 충청남도 홍성군 홍북읍 홍학로 95 5층 1호,,041 - 635 - 0411,"필라테스 , 요가 , 운동 스포츠",5:1 필라테스,36.6468527,126.6764672
6XhZa7ZO58nPKv3Rolppww==,청소잘하는아빠들홈케어기술전문학원,경상남도 양산시,"(50652) 경상남도 양산시 물금읍 야리4길 13 2층 청소잘하는아빠들 206호,207호 일부 지도보기",,010 - 7422 - 9772,"에어컨청소 , 세탁기청소 , 홈케어",,35.3143520,129.0110806
8TgLaHZTIUTkbj0I9xmtIQ==,영필라테스평생교육원,전라남도 장성군,(57219) 전라남도 장성군 장성읍 매화1길 10 2층,,010 - 8182 - 6333,,,35.3002921,126.7834664
quqPdxtwIEksUmV1Wcm9PQ==,커피의전설바리스타학원본원(논산/계룡),충청남도 논산시,(32912) 충청남도 논산시 연산면 선비로604번길 27 1층 커피의전설바리스타학원(아바바커피농장),https://www.instagram.com/legend_of_coffee,010 - 6436 - 3778,"커피 , 바리스타 , 계룡",[그룹] 스탠다드 카페메뉴 | 원데이 클래스 | [1:1] 커피 바리스타 취미과정 | [1:1] 커피 바리스타 2급 | [그룹]커피 바리스타 2급,36.2385337,127.1823075
yAoxMLVRWbpzEe0g5Eq3Ug==,노사수원격평생직업교육학원,경기도 김포시,"(10085) 경기도 김포시 김포한강1로 9 906, 7층2호",https://nosasu.com,070 - 8080 - 3755,"건축 , BIM , 모델링",,37.6406178,126.6645709
lrAYT5flsfvJOGIGIcPfpA==,수원정보기술건축학원,경기도 수원시,(16461) 경기도 수원시 팔달구 매산로20번길 23 301호,https://blog.naver.com/kslsarang,031 - 235 - 8901,"방수 , 온수온돌 , 철근",,37.2663273,127.0034371
ytAOBQ9x2P0G5ROLnt/jgw==,롯데마트문화센터부평점,인천광역시 부평구,(21362) 인천광역시 부평구 마장로 296 롯데마트 2층 문화센터 지도보기,https://culture.lottemart.com/cu/common/main.do,032 - 509 - 2590,"롯데마트문화센터부평 , 부평 운동 , 부평 악기",오후 라인댄스 (화목) | 소도구 요가&필라테스 강화반 | 월수금 11:10 | 소도구 요가&필라테스 강화반 | 월수금 10:10 | 소도구 요가&필라테스 강화반 | 화목금 11:10 | 소도구 요가&필라테스 강화반 | 화목금 10:10 | 임산부 요가 | [11회]하루를 마무리 하는 힐링미술 클래스 | 기초미술  연필 스케치 &어반 스케치(초보) | 마음을 표현하는 캘리그라피 | 밥로스 유화,37.5049829,126.7040723
zbXjP8CKKnJQ21JXgmx10A==,풀잎문화센터김포장기지부평생교육원,경기도 김포시,(10082) 경기도 김포시 김포한강4로 162 한강메트로 502호 지도보기,https://cafe.naver.com/0319855509,031 - 985 - 5509,"홈패션옷수선 , 천연비누앙금떡케익 , 장애인교육",천연비누 | 천연비누 | 홈패션,37.6469799,126.6642245
UDpirgsU4uWpE5LB4L8ITQ==,퍼스트바리스타제과제빵학원(김포점),경기도 김포시,(10071) 경기도 김포시 김포한강8로 382 고은메디타워 206~207호 지도보기,https://gp.firstcoffee.co.kr/,031 - 8049 - 3934,"바리스타 , 베이킹 , 제과제빵",,37.6435559,126.6266123
7bdpkljn9mhlLWtakNq7eA==,양평읍주민자치센터,경기도 양평군,"(12562) 경기도 양평군 양평읍 양근강변길 7 3층, 주민자치센터",,031 - 770 - 3029,,,37.4864594,127.4933516
qpobDowHEhg0ms4XKxe4Xw==,성동장애인종합복지관,서울특별시 성동구,(04704) 서울특별시 성동구 청계천로 506 성동장애인종합복지관 지도보기,http://www.omni.or.kr/,02 - 2290 - 3100,"성인장애인평생교육 , 장애인평생교육",,37.5702263,127.0334753
1vEiwTmTdSI2J2kRG6+Svw==,사단법인대한안전연합,광주광역시 광산구,(62421) 광주광역시 광산구 상무대로 305 4층 대한안전연합,https://www.kshu.or.kr/,062 - 222 - 0841,"안전 , 응급처치 , 소생술","안전교육지도사 자격과정 | 한국형 안전요원 1급 자격과정 | 한국형 안전요원 2급 자격과정 | 한국형 안전요원 3급 자격과정 | 생존수영 : 입문, 초급, 중급, 상급 | 안전요원  자격과정 | 응급처치요원  자격과정 | 기본소생술 자격과정 | 심폐소생술 자격과정 | 최초반응자 자격과정",35.1437942,126.7990349
141fPIaMa1bDcnDr1pWq/g==,림스꽃예술학원,전북특별자치도 전주시,(54965) 전북특별자치도 전주시 완산구 우전로 255 3층 302호,,010 - 7177 - 7964,,"플라워 상품제작(꽃꽂이) | 플라워 상품제작(대형 꽃바구니) | 플라워 상품제작(꽃다발 꽃꽂이) | 플라워 상품제작(꽃다발과 꽃꽂이) | 플라워 상품제작(웨딩 부케, 플라워 리스) | 플라워 상품제작(꽃바구니) | 플라워 상품제작(꽃다발, 꽃꽂이)",35.8172923,127.1015865
SNsx+/0mMZ4PNp0bJVmV2Q==,한솔원격어학원,울산광역시 남구,(44695) 울산광역시 남구 번영로 183 3층,https://xuexi.kr,00 - 1800 - 9069,"중국어 , 중국어회화 , 중국어학원",중국어 올패스 과정 | 중국어 올패스 과정,35.5413336,129.3259269
1vAsG8oY0iiMy5Eaf8FLjQ==,가송인테리어목공기술학원,서울특별시 노원구,(01809) 서울특별시 노원구 공릉로58나길 9 2층 지도보기,www.gasong.kr,02 - 954 - 1475,"목공 , 가구제작 , 목공예",실용가구제작A | 실용가구제작B | 실용가구제작C | 원목스툴 제작과정 | 원목화병 제작과정 | 공간박스 제작과정 | 목공기초과정 | 원목도마 제작과정,37.6360187,127.0734263
ZppNJNzF/PgwIt1vS4I9HA==,커피인바리스타학원,인천광역시 부평구,(21404) 인천광역시 부평구 경원대로 1358 4~5층 지도보기,www.inbarista.com,032 - 525 - 2757,"커피 바리스타 , 떡제조 , 디저트트",,37.4910032,126.7195922
yhHm8wiV8VPlkXvNBLOM+Q==,봄필라테스평생교육원흑석점,서울특별시 동작구,(06979) 서울특별시 동작구 서달로14가길 1 동해빌딩 2층 지도보기,www.bompilates.com,02 - 824 - 9679,"필라테스 , 요가 , 필라테스지도자과정",,37.5076573,126.9630909
cJ0T7V9sh3nv3ogaupS0SQ==,케이뷰티모드김포미용학원,경기도 김포시,"(10071) 경기도 김포시 김포한강4로 531 제이스프라자 505,506호",,010 - 9489 - 6815,"미용 , 헤어 , 피부",,37.6455901,126.6248969
SLxXWSopzaIlxmYGbgnfpw==,얼라이브커뮤니티평생교육원,경기도 과천시,(13814) 경기도 과천시 뒷골로 40-11 지하1층,https://nextleveltransform.com/,02 - 567 - 4123,"체인지업 , 경력 , 북클럽",,37.4556969,127.0010334
b/l4+ffUl+Sie6BTcQTgtQ==,100일간의필라테스평생교육원안암점,서울특별시 성북구,(02842) 서울특별시 성북구 고려대로 113 3층 지도보기,https://naver.me/F6lRCmSJ,02 - 927 - 8188,"안암역필라테스 , 고려대필라테스 , 성북구필라테스",,37.5865635,127.0319789
tRzaLkT7xu9Vw7DYF0C35g==,이테시스원격평생교육시설,서울특별시 서초구,(06693) 서울특별시 서초구 방배천로2길 15 오륜빌딩 5층,etesys.co.kr,02 - 533 - 6311,"주거복지사 , 집합건물관리사",,37.4771467,126.9836760
ZgnvOs2vid+PXBxW/pR1Aw==,화인컴퓨터학원,서울특별시 용산구,(04414) 서울특별시 용산구 우사단로 2-1 보광빌딩 502호,www.fineok.co.kr,02 - 792 - 9397,,,37.5305755,126.9969244
iTVSZMj2zC7mjuZt7+SlBg==,올(ALL)바른필라테스충남대점,대전광역시 유성구,(34183) 대전광역시 유성구 대학로 84 4층 바디앤솔 필라테스 충남대점,www.bodynsol.co.kr,010 - 4406 - 2729,"필라테스 , 대전 , 유성구",1대N 기구 필라테스 20회 3개월 | 1대N 기구 필라테스 20회 3개월 | 1대N 기구 필라테스 20회 3개월 | 1대N 기구 필라테스 20회 3개월 | 1대N 기구 필라테스 20회 3개월 | 1대N 기구 필라테스 20회 3개월 | 1대N 기구 필라테스 20회 3개월 | 1대N 기구 필라테스 20회 3개월 | 1대N 기구 필라테스 20회 3개월,36.3608454,127.3447266
4orordPcZn/ShJHNNmF8BA==,필라테스혜요평생교육원,경기도 구리시,(11945) 경기도 구리시 벌말로 186 sm빌딩 5층,https://blog.naver.com/pilahyeyo/222971090798,010 - 9631 - 5010,"필라테스 , 요가 , 기구필라테스",,37.5928659,127.1505873
0bg4eHqWitmYcs0jdst3qw==,이룸+컴퓨터학원,서울특별시 노원구,(01694) 서울특별시 노원구 상계로 59 7층 2호 지도보기,https://irumplus.com,02 - 935 - 5557,"컴활 , 워드 , 엑셀",컴퓨터활용능력 2급 실기 | 컴퓨터활용능력 2급 필기,37.6561680,127.0615360
nxmlxdGZhqaj5wzirBqrbQ==,힐링핏필라테스평생교육원,서울특별시 강동구,(05211) 서울특별시 강동구 아리수로93길 33-9 1001호 지도보기,,02 - 426 - 8388,"필라테스 , 운동",,37.5657383,127.1732169
5VdUhpoKVM5/rVvyZSr2yg==,그린컴퓨터아트학원,광주광역시 광산구,(62276) 광주광역시 광산구 임방울대로 782 한아름빌딩 2층 그린컴퓨터아트학원,https://gjdg.greenart.co.kr/?cam_idx=32,062 - 716 - 2101,"광주컴퓨터학원 , 광주국비지원학원 , 광주내일배움카드",오토캐드(AutoCAD)(CAT) 도면설계 실무 | 오토캐드(AutoCAD)(CAT) 도면설계 기초,35.2173054,126.8437941
XPu6IWxoXRUXFUj4FMJOcw==,우아한번지앤요가분당정자점평생교육원,경기도 성남시,(13607) 경기도 성남시 분당구 정자로 105 4층 403호 지도보기,,010 - 3028 - 0511,필라테스,,37.3638534,127.1165954
cZFwmKOSIEPbyWO484VqLQ==,지역혁신교육센터,서울특별시 강서구,(07587) 서울특별시 강서구 공항대로41길 66 세신등촌종합상가 지하1층 117호,www.eduirbd.com,02 - 6085 - 8733,"지역전략전문가 , 지역전략",,37.5606360,126.8465975
seLuQCtbAI0F+z3joGPYNw==,필라테스누아평생교육원,대구광역시 중구,(41973) 대구광역시 중구 남산로3길 99 3층 지도보기,https://www.instagram.com/pilates_noir,010 - 3450 - 1930,,,35.8624358,128.5760615
CJPV8BZiAivrdbMQdaZlOg==,에스비에스(SBS)아카데미게임학원,부산광역시 부산진구,(47245) 부산광역시 부산진구 중앙대로 736 경암빌딩8층 801호,https://busan.sbsgameacademy.com/,051 - 714 - 2995,"게임 , 웹툰",게임기획s(주말) | 게임UI(유니티) | 게임QA | 유니티(주말) | 웹툰스토리(주말) | 유니티(주말) | 게임그래픽/지브러쉬(주말) | (일)게임아트웍s | 웹소설/비대면 | 이모티콘/캐릭터1,35.1582541,129.0599753
cnd3ACrXYpGBH3SZplLVtA==,온누리컴퓨터교실학원,경상북도 영주시,(36100) 경상북도 영주시 중앙로 70 한솔약국 3층,,054 - 636 - 7825,"컴퓨터 , 컴퓨터 자격증 , 컴퓨터학원",산업기사과정 | 컴퓨터기초실무과정 | 컴퓨터기초실무과과정 | 산업기사(정보처리 사무자동화) | CAD | 정보처리기능사 | 컴퓨터활용능력1급 | 컴퓨터활용능력2급 | 워드프로세서 | ITQ자격,36.8218067,128.6239827
zZULXxSJLvU2jJ+poaFoew==,금정구발달장애인평생교육센터,부산광역시 금정구,(46293) 부산광역시 금정구 금강로 252-1 3층 301호 금정구발달장애인평생교육센터,http://금정평교.kr,051 - 710 - 0829,"발달장애인 , 평생교육센터 , 장애인평생교육바우처",2기 직장인발달장애인퇴근길프로그램(단과반) | 1기 직장인발달장애인퇴근길프로그램(단과반) | B발달장애인평생교육과정 | A발달장애인평생교육과정 | 발달장애인평생교육과정A,35.2305990,129.0853332
+9JwN8pXL8A7q4L0fmQbqg==,핸디스도예학원(서울),서울특별시 성북구,(02740) 서울특별시 성북구 오패산로 13 3층일부 핸디스도예학원 지도보기,,010 - 7202 - 6060,"도자기 , 물레 , 취미",,37.6034658,127.0371568
N6BfhO3bxWps6Z8auJdcUA==,저스트미용학원,경상북도 경산시,(38618) 경상북도 경산시 원효로 3 2층 저스트미용학원,,070 - 4647 - 4295,"미용사 , 헤어염색 , 네일아트",헤어컬러베이직 | 네일실무아트 | 남자컷베이직,35.8240048,128.7381232
d/eudMetrRVIQIAAHsNDuQ==,TH인테리어도배필름학원,충청남도 아산시,"(31497) 충청남도 아산시 배방읍 갈매길 97 1층,TH인테리어도배필름학원",https://m.blog.naver.com/theeqc,010 - 9695 - 3647,"아산도배학원 , 아산도배자격증 , 도배기능사 실기",,36.7668378,127.0807774
7Ll8qUA44vtyyQ9c7bH4vQ==,카페푸어커피아카데미,충청남도 홍성군,(32222) 충청남도 홍성군 홍성읍 문화로 174 3층,,010 - 6634 - 8462,"충남바리스타학원 , 홍성바리스타학원 , 내포바리스타학원",커피바리스타2급,36.6028827,126.6642022
z+x/+mcnKSmhLKtIV5mgUA==,인동컴퓨터학원,경상북도 구미시,(39429) 경상북도 구미시 인동중앙로 42 402호 지도보기,https://blog.naver.com/ind001,472 - 8233,"컴퓨터자격증 , 컴퓨터그래픽자격증 , 전산회계자격증",ITQ(주2회) | 컴활2급(18시간) | ITQ자격증(주2회) | GTQ자격 | 컴활1급 | 컴활2급 | ITQ자격증 | ITQ자격증 | ITQ자격증,36.1086690,128.4229074
3tc0ZBHiAYhgQ8usM/DhgA==,범서읍주민자치위원회,울산광역시 울주군,(44926) 울산광역시 울주군 범서읍 송현길 72 2층,,052 - 248 - 4822,,,35.5686542,129.2305683
rT7fhzqkoen8hQ3vUJe7Og==,가천대학교부설원격평생교육원,경기도 성남시,(13120) 경기도 성남시 수정구 성남대로 1342 가천대학교 대학원 건물 201호,https://eglobal.gachon.ac.kr,031 - 750 - 1541,"사회복지사 2급 , 보육교사 2급 , 한국어교원 2급",,37.4523914,127.1307016
arLrPg4sCryTjiUMDNtMPA==,세라비커피바리스타식음료전문학원,광주광역시 광산구,(62276) 광주광역시 광산구 월계로 169 신양메디컬빌딩 404호,https://blog.naver.com/olo4oll,010 - 5611 - 4011,"카페메뉴 , 수제청 , 바리스타자격증",바리스타 2급 실기대비반 | 카페디저트원데이클래스(특강포함),35.2136688,126.8440480
oTkt3naU8vYoRt2chrqe2A==,안동제과제빵학원,경상북도 안동시,(36705) 경상북도 안동시 동흥2길 10 안동제과제빵학원,https://blog.naver.com/andongbakingclass,054 - 857 - 2030,"제과기능사 , 제빵기능사 , 카페디저트",제빵기능사(실기)주말반 | 제과기능사(실기)주말반,36.5640856,128.7350262
c8LRdgX9euh0U8zpc8gprQ==,햇살평생교육원,경기도 부천시,"(14543) 경기도 부천시 원미구 상동로117번길 61 드라마 시티, 203호 지도보기",hsae.modoo.at,032 - 330 - 0203,"부천바우처카드 , 상동바우처카드 , 드론, 행정사실무",,37.5078018,126.7500854
rfc/xC1PlHGp8VHtBTZU+g==,성동구민대학,서울특별시 성동구,(04744) 서울특별시 성동구 왕십리로 281 성동구민대학,https://edu.sdfac.or.kr/www/index.do,02 - 2204 - 7550,"성동구민대학 , 문화강좌 , 문화센터",,37.5592916,127.0360183
oDDVdnHpXWxF8xDlHjV+Mg==,퍼스트바리스타제과제빵학원(부평점),인천광역시 부평구,(21394) 인천광역시 부평구 부평대로 6 대신스카이프라자 4층 퍼스트바리스타제과제빵학원,https://gp.firstcoffee.co.kr/,032 - 715 - 4381,"바리스타 , 베이킹 , 제과제빵",라떼아트Lv1(초급) | 케이크디자인 | 디저트 마스터 | 바리스타 스킬Lv2(중급) | 바리스타 스킬Lv1(초급) | 원데이클래스 | 베이커리 레시피 | 센서리&브루잉 | 제빵기능사 자격증 취득 (실기) | 제과기능사 자격증 취득 (실기),37.4921197,126.7235993
dI1DOzwEKPx0V4D/W+f8AQ==,해금스튜디오노니다학원,전라남도 나주시,"(58217) 전라남도 나주시 상야4길 10 패션페이스, 303호 해금스튜디오 노니다",,010 - 7570 - 6308,"해금 , 국악 , 가야금",성인 취미 해금 (한달 한곡 완성),35.0227085,126.7932323
VFISqs5tO3d+SmhyWm1fFw==,청주대학교부설평생교육원,충청북도 청주시,(28503) 충청북도 청주시 청원구 대성로 298 평생교육원,https://www.cju.ac.kr/edulife/index.do,043 - 229 - 8778,"청주대학교평생교육원 , 청주대평생교육 , 청주대평생교육바우처",,36.6531853,127.4957084
j0pq1EE1jCAWzHEQZTCjKg==,사단법인다품문화예술협회칠곡평생교육원,경상북도 칠곡군,(39894) 경상북도 칠곡군 왜관읍 2번도로길 38 2층,dapoom.or.kr,053 - 217 - 0207,"노인건강 , 스마트폰활용 , 평생교육",,35.9910557,128.3978135
H5SKe9+WGtN3LW2PiokSKg==,패션양재학원,제주특별자치도 제주시,(63192) 제주특별자치도 제주시 중앙로 83 2층,,064 - 726 - 0022,"재봉틀 , 강아지옷 , 미싱",,33.5108035,126.5243021
ck1lkm5UHHxaxYvQ8lM6YA==,비앤피랩평생교육원,서울특별시 서초구,(06651) 서울특별시 서초구 사임당로 32 재우빌딩 4층 비앤피랩,www.bnplab.org,010 - 8214 - 1166,"정보통신기사 , 무선설비기사 , 정보통신기술사",정보통신기사 필기온라인,37.4878246,127.0135615
LHSRGUwdZhKMtH24wytysw==,휴평생직업교육학원,경상남도 거제시,(53228) 경상남도 거제시 옥포로13길 13-1 2층,,055 - 688 - 1636,"미싱 , 퀼트 , 라탄",마크라메(서양매듭) | 라탄 | 봉제퀼트(미싱),34.8915473,128.6900794
